aggregation_arity,branching_score,call_bucket,critical_path_length,depth,edge_density,indegree_hist,linearity_score,max_indegree,max_outdegree,motif,n_calls_with_reference,n_constant_only_calls,n_edges,n_fan_in_nodes,n_fan_out_nodes,n_leaves,n_nodes,n_reused_outputs,n_roots,outdegree_hist,ref_format_counts,reference_density,sample_id,source,tool_names,topology_hash,weakly_connected_components
2.0,0.25,4,3,3,0.5,"{0: 2, 2: 1, 1: 1}",0.0,2,1,fan_in,2,2,3,1,0,1,4,0,2,"{1: 3, 0: 1}",{0: 3},0.272727,ttdf_c57dc4e0751c,train600,difference_of_numbers|nearest_integer|absolute_difference|append_to_values,topo_bd3dd51ec1a9,1
2.0,0.333333,3,2,2,0.666667,"{0: 2, 2: 1}",0.0,2,1,fan_in,1,2,2,1,0,1,3,0,2,"{1: 2, 0: 1}",{0: 2},0.4,ttdf_19b91e7a1afd,train600,combine_amounts|whole_minutes_from_seconds|gap_between,topo_911586a55488,1
2.0,0.25,4,3,3,0.5,"{0: 2, 2: 1, 1: 1}",0.0,2,1,fan_in,2,2,3,1,0,1,4,0,2,"{1: 3, 0: 1}",{0: 3},0.333333,ttdf_01cd93628e62,train600,decrease_by_percent|nearest_integer|average_of_two|append_to_values,topo_bd3dd51ec1a9,1
2.0,0.2,5,4,4,0.4,"{0: 2, 1: 2, 2: 1}",0.0,2,1,fan_in,3,2,4,1,0,1,5,0,2,"{1: 4, 0: 1}",{0: 4},0.444444,ttdf_a966bd3a5396,train600,subtract|negate|modulo_of|percent_of|build_tag,topo_0c51481d8aeb,1
1.0,0.0,6+,6,6,0.333333,"{0: 1, 1: 5}",1.0,1,1,linear,5,1,5,0,0,1,6,0,1,"{1: 5, 0: 1}",{0: 5},0.333333,ttdf_a96e32435698,train600,meters_to_km|decrease_by_percent|average_of_two|add|percentage_value|scale_values,topo_02b29308ce2b,1
1.0,0.0,2,2,2,1.0,"{0: 1, 1: 1}",1.0,1,1,linear,1,1,1,0,0,1,2,0,1,"{1: 1, 0: 1}",{0: 1},0.333333,ttdf_125e0e89b2a9,train600,minutes_to_seconds|format_number_fixed,topo_fdeb50f24873,1
1.0,0.0,3,3,3,0.666667,"{0: 1, 1: 2}",1.0,1,1,linear,2,1,2,0,0,1,3,0,1,"{1: 2, 0: 1}",{0: 2},0.4,ttdf_2186abc0c6f9,train600,proportion_between|midpoint_value|whole_number_of,topo_1c8dbe1830b2,1
1.0,0.0,3,3,3,0.666667,"{0: 1, 1: 2}",1.0,1,1,linear,2,1,2,0,0,1,3,0,1,"{1: 2, 0: 1}",{0: 2},0.25,ttdf_9236b2118b75,train600,average_of_two|increase_by_percent|scale_values,topo_1c8dbe1830b2,1
3.0,0.142857,6+,3,3,0.285714,"{0: 3, 1: 3, 3: 1}",0.0,3,1,fan_in,4,3,6,1,0,1,7,0,3,"{1: 6, 0: 1}",{0: 6},0.5,ttdf_bf3e79d23b48,train600,round_down_whole|pairwise_product|whole_number_of|root_extract|midpoint_value|portion_by_rate|total_of_three_parts,topo_b53a306e6f0b,1
2.0,0.2,5,4,4,0.4,"{0: 2, 1: 2, 2: 1}",0.0,2,1,fan_in,3,2,4,1,0,1,5,0,2,"{1: 4, 0: 1}",{0: 4},0.571429,ttdf_4712e1a2c4fb,train600,self_product|leftover_after_grouping|self_product|meters_from_km|reduce_amount,topo_774030263969,1
1.0,0.0,2,2,2,1.0,"{0: 1, 1: 1}",1.0,1,1,linear,1,1,1,0,0,1,2,0,1,"{1: 1, 0: 1}",{0: 1},0.333333,ttdf_e493f3f67ad3,train600,decrease_by_percent|nearest_integer,topo_fdeb50f24873,1
1.0,0.0,2,2,2,1.0,"{0: 1, 1: 1}",1.0,1,1,linear,1,1,1,0,0,1,2,0,1,"{1: 1, 0: 1}",{0: 1},0.333333,ttdf_6d5d2df8e87e,train600,reciprocal_value|remaining_after,topo_fdeb50f24873,1
2.0,0.333333,3,2,2,0.666667,"{0: 2, 2: 1}",0.0,2,1,fan_in,1,2,2,1,0,1,3,0,2,"{1: 2, 0: 1}",{0: 2},0.333333,ttdf_646939de45a4,train600,trim_precision|midpoint_value|proportion_between,topo_911586a55488,1
2.0,0.2,5,4,4,0.4,"{0: 2, 1: 2, 2: 1}",0.0,2,1,fan_in,3,2,4,1,0,1,5,0,2,"{1: 4, 0: 1}",{0: 4},0.444444,ttdf_27aa1ab40158,train600,decrease_by_percent|nearest_integer|average_of_two|absolute_difference|build_tag,topo_0c51481d8aeb,1
2.0,0.142857,6+,5,5,0.285714,"{0: 2, 1: 4, 2: 1}",0.0,2,1,fan_in,5,2,6,1,0,1,7,0,2,"{1: 6, 0: 1}",{0: 6},0.5,ttdf_938c1776280b,train600,minutes_to_seconds|multiply|absolute_difference|increase_by_percent|sqrt|multiply|ratio_of,topo_9e01698159b0,1
1.0,0.0,4,4,4,0.5,"{0: 1, 1: 3}",1.0,1,1,linear,3,1,3,0,0,1,4,0,1,"{1: 3, 0: 1}",{0: 3},0.428571,ttdf_343396db1300,train600,whole_minutes_from_seconds|midpoint_value|total_of_pair|grow_by_rate,topo_5296967693d8,1
1.0,0.0,2,2,2,1.0,"{0: 1, 1: 1}",1.0,1,1,linear,1,1,1,0,0,1,2,0,1,"{1: 1, 0: 1}",{0: 1},0.142857,ttdf_3d41f12fc382,train600,series_spread|root_extract,topo_fdeb50f24873,1
1.0,0.0,6+,6,6,0.333333,"{0: 1, 1: 5}",1.0,1,1,linear,5,1,5,0,0,1,6,0,1,"{1: 5, 0: 1}",{0: 5},0.5,ttdf_4f9a6db16101,train600,add|add|negate|decrease_by_percent|increase_by_percent|nearest_integer,topo_02b29308ce2b,1
1.0,0.0,2,2,2,1.0,"{0: 1, 1: 1}",1.0,1,1,linear,1,1,1,0,0,1,2,0,1,"{1: 1, 0: 1}",{0: 1},0.2,ttdf_2c958b881eb6,train600,central_value|full_groups_of,topo_fdeb50f24873,1
1.0,0.0,3,3,3,0.666667,"{0: 1, 1: 2}",1.0,1,1,linear,2,1,2,0,0,1,3,0,1,"{1: 2, 0: 1}",{0: 2},0.4,ttdf_13647563f2d7,train600,midpoint_value|portion_by_rate|whole_number_of,topo_1c8dbe1830b2,1
2.0,0.25,4,3,3,0.5,"{0: 2, 2: 1, 1: 1}",0.0,2,1,fan_in,2,2,3,1,0,1,4,0,2,"{1: 3, 0: 1}",{0: 3},0.3,ttdf_15feadc31a80,train600,floor|absolute_difference|ratio_of|append_to_values,topo_bd3dd51ec1a9,1
1.0,0.0,6+,7,7,0.285714,"{0: 1, 1: 6}",1.0,1,1,linear,6,1,6,0,0,1,7,0,1,"{1: 6, 0: 1}",{0: 6},0.428571,ttdf_71260bf92acb,train600,central_value|trim_precision|shrink_by_rate|flip_sign|split_evenly|portion_by_rate|full_groups_of,topo_47316b07929b,1
2.0,0.166667,6+,5,5,0.333333,"{0: 2, 1: 3, 2: 1}",0.0,2,1,fan_in,4,2,5,1,0,1,6,0,2,"{1: 5, 0: 1}",{0: 5},0.5,ttdf_4a60967acf1e,train600,celsius_to_fahrenheit|absolute_difference|absolute_difference|ratio_of|floor|difference_of_numbers,topo_33e36888cf10,1
2.0,0.25,4,3,3,0.5,"{0: 2, 2: 1, 1: 1}",0.0,2,1,fan_in,2,2,3,1,0,1,4,0,2,"{1: 3, 0: 1}",{0: 3},0.272727,ttdf_11f761e72840,train600,seconds_to_full_minutes|round_to_decimals|absolute_difference|append_to_values,topo_bd3dd51ec1a9,1
2.0,0.166667,6+,5,5,0.333333,"{0: 2, 1: 3, 2: 1}",0.0,2,1,fan_in,4,2,5,1,0,1,6,0,2,"{1: 5, 0: 1}",{0: 5},0.5,ttdf_0567be690a63,train600,celsius_from_fahrenheit|trim_precision|fahrenheit_from_celsius|flip_sign|remaining_after|inside_limits,topo_2c499c271118,1
2.0,0.25,4,3,3,0.5,"{0: 2, 1: 1, 2: 1}",0.0,2,1,fan_in,2,2,3,1,0,1,4,0,2,"{1: 3, 0: 1}",{0: 3},0.375,ttdf_954e0f107ebf,train600,whole_quotient|difference_of_numbers|modulo_of|percentage_value,topo_30980484d6d7,1
1.0,0.0,2,2,2,1.0,"{0: 1, 1: 1}",1.0,1,1,linear,1,1,1,0,0,1,2,0,1,"{1: 1, 0: 1}",{0: 1},0.333333,ttdf_98bda79ab0d1,train600,round_up_whole|shrink_by_rate,topo_fdeb50f24873,1
1.0,0.0,2,2,2,1.0,"{0: 1, 1: 1}",1.0,1,1,linear,1,1,1,0,0,1,2,0,1,"{1: 1, 0: 1}",{0: 1},0.2,ttdf_897a8ebc1b51,train600,range_of_values|inverse,topo_fdeb50f24873,1
2.0,0.166667,6+,5,5,0.333333,"{0: 2, 1: 3, 2: 1}",0.0,2,1,fan_in,4,2,5,1,0,1,6,0,2,"{1: 5, 0: 1}",{0: 5},0.555556,ttdf_5832b7b98c41,train600,nearest_integer|floor|product_of_numbers|sqrt|average_of_two|percentage_value,topo_33e36888cf10,1
1.0,0.0,2,2,2,1.0,"{0: 1, 1: 1}",1.0,1,1,linear,1,1,1,0,0,1,2,0,1,"{1: 1, 0: 1}",{0: 1},0.125,ttdf_2e28c94981d9,train600,series_length|combine_amounts,topo_fdeb50f24873,1
1.0,0.0,2,2,2,1.0,"{0: 1, 1: 1}",1.0,1,1,linear,1,1,1,0,0,1,2,0,1,"{1: 1, 0: 1}",{0: 1},0.5,ttdf_1a7d4c7d2e73,train600,self_product|flip_sign,topo_fdeb50f24873,1
2.0,0.2,5,3,3,0.4,"{0: 2, 1: 2, 2: 1}",0.0,2,1,fan_in,3,2,4,1,0,1,5,0,2,"{1: 4, 0: 1}",{0: 4},0.444444,ttdf_831d193c517d,train600,meters_from_km|midpoint_value|per_unit_value|pairwise_product|per_unit_value,topo_17d840e0415f,1
2.0,0.25,4,3,3,0.5,"{0: 2, 2: 1, 1: 1}",0.0,2,1,fan_in,2,2,3,1,0,1,4,0,2,"{1: 3, 0: 1}",{0: 3},0.272727,ttdf_004ceee60ac5,train600,whole_quotient|square_value|divide|append_to_values,topo_bd3dd51ec1a9,1
2.0,0.166667,6+,5,5,0.333333,"{0: 2, 1: 3, 2: 1}",0.0,2,1,fan_in,4,2,5,1,0,1,6,0,2,"{1: 5, 0: 1}",{0: 5},0.416667,ttdf_0575273c973e,train600,ratio_of|reminder|reminder|absolute_difference|increase_by_percent|absolute_difference,topo_33e36888cf10,1
3.0,0.2,5,3,3,0.4,"{0: 3, 1: 1, 3: 1}",0.0,3,1,fan_in,2,3,4,1,0,1,5,0,3,"{1: 4, 0: 1}",{0: 4},0.444444,ttdf_2245fbf80cf8,train600,inverse|negate|increase_by_percent|round_to_decimals|sum_of_three,topo_926c72bac680,1
1.0,0.0,3,3,3,0.666667,"{0: 1, 1: 2}",1.0,1,1,linear,2,1,2,0,0,1,3,0,1,"{1: 2, 0: 1}",{0: 2},0.25,ttdf_1cc8cb9986f0,train600,absolute_difference|increase_by_percent|scale_values,topo_1c8dbe1830b2,1
1.0,0.0,6+,6,6,0.333333,"{0: 1, 1: 5}",1.0,1,1,linear,5,1,5,0,0,1,6,0,1,"{1: 5, 0: 1}",{0: 5},0.333333,ttdf_2c0fb7585a5f,train600,divide|add|negate|divide|absolute_difference|scale_values,topo_02b29308ce2b,1
3.0,0.2,5,3,3,0.4,"{0: 3, 1: 1, 3: 1}",0.0,3,1,fan_in,2,3,4,1,0,1,5,0,3,"{1: 4, 0: 1}",{0: 4},0.4,ttdf_f08af46ff06c,train600,ceiling|add|absolute_difference|reminder|range_of_three,topo_926c72bac680,1
2.0,0.25,4,3,3,0.5,"{0: 2, 2: 1, 1: 1}",0.0,2,1,fan_in,2,2,3,1,0,1,4,0,2,"{1: 3, 0: 1}",{0: 3},0.375,ttdf_0a4579a55e3e,train600,meters_to_km|hours_to_minutes|ratio_of|append_to_values,topo_bd3dd51ec1a9,1
1.0,0.0,2,2,2,1.0,"{0: 1, 1: 1}",1.0,1,1,linear,1,1,1,0,0,1,2,0,1,"{1: 1, 0: 1}",{0: 1},0.166667,ttdf_109a9a2eb248,train600,aggregate_total|self_product,topo_fdeb50f24873,1
1.0,0.0,2,2,2,1.0,"{0: 1, 1: 1}",1.0,1,1,linear,1,1,1,0,0,1,2,0,1,"{1: 1, 0: 1}",{0: 1},0.333333,ttdf_ca1d484c9c96,train600,sqrt|average_of_two,topo_fdeb50f24873,1
1.0,0.0,2,2,2,1.0,"{0: 1, 1: 1}",1.0,1,1,linear,1,1,1,0,0,1,2,0,1,"{1: 1, 0: 1}",{0: 1},0.25,ttdf_272ce16153d2,train600,floor_divide|is_divisible_by,topo_fdeb50f24873,1
1.0,0.0,2,2,2,1.0,"{0: 1, 1: 1}",1.0,1,1,linear,1,1,1,0,0,1,2,0,1,"{1: 1, 0: 1}",{0: 1},0.333333,ttdf_3b4ca8df8340,train600,portion_by_rate|self_product,topo_fdeb50f24873,1
1.0,0.0,3,3,3,0.666667,"{0: 1, 1: 2}",1.0,1,1,linear,2,1,2,0,0,1,3,0,1,"{1: 2, 0: 1}",{0: 2},0.285714,ttdf_4df65eb35420,train600,floor|average_of_two|scale_values,topo_1c8dbe1830b2,1
2.0,0.2,5,4,4,0.4,"{0: 2, 1: 2, 2: 1}",0.0,2,1,fan_in,3,2,4,1,0,1,5,0,2,"{1: 4, 0: 1}",{0: 4},0.444444,ttdf_fd9f15c86e82,train600,square_value|whole_quotient|sum_two_numbers|absolute_difference|label_with_unit,topo_0c51481d8aeb,1
2.0,0.166667,6+,4,4,0.333333,"{0: 2, 1: 3, 2: 1}",0.0,2,1,fan_in,4,2,5,1,0,1,6,0,2,"{1: 5, 0: 1}",{0: 5},0.5,ttdf_5c9bfe7c5eeb,train600,meters_to_km|ratio_of|difference_of_numbers|square_value|difference_of_numbers|divide,topo_5cf1a13edea8,1
1.0,0.0,2,2,2,1.0,"{0: 1, 1: 1}",1.0,1,1,linear,1,1,1,0,0,1,2,0,1,"{1: 1, 0: 1}",{0: 1},0.2,ttdf_4fb15030a374,train600,percent_of|is_within_range,topo_fdeb50f24873,1
2.0,0.142857,6+,5,5,0.285714,"{0: 2, 1: 4, 2: 1}",0.0,2,1,fan_in,5,2,6,1,0,1,7,0,2,"{1: 6, 0: 1}",{0: 6},0.428571,ttdf_8db5901e0f81,train600,sum_two_numbers|whole_quotient|decrease_by_percent|ratio_of|average_of_two|increase_by_percent|percent_of,topo_9e01698159b0,1
2.0,0.25,4,3,3,0.5,"{0: 2, 1: 1, 2: 1}",0.0,2,1,fan_in,2,2,3,1,0,1,4,0,2,"{1: 3, 0: 1}",{0: 3},0.375,ttdf_4ba278446d22,train600,difference_of_numbers|floor_divide|ratio_of|percent_of,topo_5b37b75596d2,1
1.0,0.0,2,2,2,1.0,"{0: 1, 1: 1}",1.0,1,1,linear,1,1,1,0,0,1,2,0,1,"{1: 1, 0: 1}",{0: 1},0.125,ttdf_1383b56ac315,train600,aggregate_total|proportion_between,topo_fdeb50f24873,1
1.0,0.0,6+,8,8,0.25,"{0: 1, 1: 7}",1.0,1,1,linear,7,1,7,0,0,1,8,0,1,"{1: 7, 0: 1}",{0: 7},0.5,ttdf_450ce5ca6048,train600,series_length|pairwise_product|leftover_after_grouping|reciprocal_value|reciprocal_value|pairwise_product|root_extract|combine_amounts,topo_ff8ead63c33b,1
1.0,0.0,2,2,2,1.0,"{0: 1, 1: 1}",1.0,1,1,linear,1,1,1,0,0,1,2,0,1,"{1: 1, 0: 1}",{0: 1},0.333333,ttdf_712be6a2b0d4,train600,leftover_after_grouping|self_product,topo_fdeb50f24873,1
1.0,0.0,6+,8,8,0.25,"{0: 1, 1: 7}",1.0,1,1,linear,7,1,7,0,0,1,8,0,1,"{1: 7, 0: 1}",{0: 7},0.4375,ttdf_33c3736160e6,train600,fahrenheit_to_celsius|multiply|divide|negate|increase_by_percent|round_to_decimals|sum_two_numbers|append_to_values,topo_ff8ead63c33b,1
2.0,0.166667,6+,4,4,0.333333,"{0: 2, 1: 3, 2: 1}",0.0,2,1,fan_in,4,2,5,1,0,1,6,0,2,"{1: 5, 0: 1}",{0: 5},0.555556,ttdf_19a21384e2ba,train600,celsius_to_fahrenheit|subtract|fahrenheit_to_celsius|subtract|ceiling|average_of_two,topo_5cf1a13edea8,1
2.0,0.166667,6+,5,5,0.333333,"{0: 2, 1: 3, 2: 1}",0.0,2,1,fan_in,4,2,5,1,0,1,6,0,2,"{1: 5, 0: 1}",{0: 5},0.416667,ttdf_f2e290f68a14,train600,modulo_of|ratio_of|ratio_of|average_of_two|ratio_of|average_of_two,topo_33e36888cf10,1
2.0,0.333333,3,2,2,0.666667,"{0: 2, 2: 1}",0.0,2,1,fan_in,1,2,2,1,0,1,3,0,2,"{1: 2, 0: 1}",{0: 2},0.4,ttdf_18bd5adee8cd,train600,whole_quotient|km_to_meters|difference_of_numbers,topo_911586a55488,1
1.0,0.0,2,2,2,1.0,"{0: 1, 1: 1}",1.0,1,1,linear,1,1,1,0,0,1,2,0,1,"{1: 1, 0: 1}",{0: 1},0.142857,ttdf_1146308536be,train600,position_of_maximum|increase_by_percent,topo_fdeb50f24873,1
1.0,0.0,2,2,2,1.0,"{0: 1, 1: 1}",1.0,1,1,linear,1,1,1,0,0,1,2,0,1,"{1: 1, 0: 1}",{0: 1},0.142857,ttdf_5583e9093f36,train600,sum_of_values|square_value,topo_fdeb50f24873,1
1.0,0.0,2,2,2,1.0,"{0: 1, 1: 1}",1.0,1,1,linear,1,1,1,0,0,1,2,0,1,"{1: 1, 0: 1}",{0: 1},0.142857,ttdf_81ae16afa8a0,train600,ceiling|append_to_values,topo_fdeb50f24873,1
3.0,0.166667,6+,3,3,0.333333,"{0: 3, 1: 2, 3: 1}",0.0,3,1,fan_in,3,3,5,1,0,1,6,0,3,"{1: 5, 0: 1}",{0: 5},0.454545,ttdf_d97a77cb50c8,train600,proportion_between|gap_between|round_up_whole|root_extract|combine_amounts|total_of_three_parts,topo_00ac72c33abd,1
1.0,0.0,6+,8,8,0.25,"{0: 1, 1: 7}",1.0,1,1,linear,7,1,7,0,0,1,8,0,1,"{1: 7, 0: 1}",{0: 7},0.636364,ttdf_88db3bb9c110,train600,ceiling|average_of_two|ceiling|subtract|product_of_numbers|inverse|inverse|nearest_integer,topo_ff8ead63c33b,1
2.0,0.333333,3,2,2,0.666667,"{0: 2, 2: 1}",0.0,2,1,fan_in,1,2,2,1,0,1,3,0,2,"{1: 2, 0: 1}",{0: 2},0.4,ttdf_b821df28975e,train600,meters_to_km|sum_two_numbers|absolute_difference,topo_911586a55488,1
1.0,0.0,3,3,3,0.666667,"{0: 1, 1: 2}",1.0,1,1,linear,2,1,2,0,0,1,3,0,1,"{1: 2, 0: 1}",{0: 2},0.4,ttdf_b11e0c22e08e,train600,km_to_meters|average_of_two|label_with_unit,topo_1c8dbe1830b2,1
2.0,0.25,4,3,3,0.5,"{0: 2, 2: 1, 1: 1}",0.0,2,1,fan_in,2,2,3,1,0,1,4,0,2,"{1: 3, 0: 1}",{0: 3},0.5,ttdf_35655e0b2603,train600,midpoint_value|seconds_from_minutes|midpoint_value|whole_number_of,topo_bd3dd51ec1a9,1
2.0,0.333333,3,2,2,0.666667,"{0: 2, 2: 1}",0.0,2,1,fan_in,1,2,2,1,0,1,3,0,2,"{1: 2, 0: 1}",{0: 2},0.4,ttdf_470d58b1d06f,train600,absolute_difference|km_to_meters|average_of_two,topo_911586a55488,1
1.0,0.0,3,3,3,0.666667,"{0: 1, 1: 2}",1.0,1,1,linear,2,1,2,0,0,1,3,0,1,"{1: 2, 0: 1}",{0: 2},0.333333,ttdf_6b36336b66ae,train600,proportion_between|full_groups_of|portion_by_rate,topo_1c8dbe1830b2,1
1.0,0.0,3,3,3,0.666667,"{0: 1, 1: 2}",1.0,1,1,linear,2,1,2,0,0,1,3,0,1,"{1: 2, 0: 1}",{0: 2},0.222222,ttdf_82703d6a0d7e,train600,series_length|shrink_by_rate|proportion_between,topo_1c8dbe1830b2,1
1.0,0.0,4,4,4,0.5,"{0: 1, 1: 3}",1.0,1,1,linear,3,1,3,0,0,1,4,0,1,"{1: 3, 0: 1}",{0: 3},0.428571,ttdf_53bf21b903a7,train600,total_of_pair|scale_quantity|self_product|total_of_pair,topo_5296967693d8,1
1.0,0.0,6+,6,6,0.333333,"{0: 1, 1: 5}",1.0,1,1,linear,5,1,5,0,0,1,6,0,1,"{1: 5, 0: 1}",{0: 5},0.454545,ttdf_07bf20b2416e,train600,gap_between|leftover_after_grouping|scale_quantity|per_unit_value|scale_quantity|root_extract,topo_02b29308ce2b,1
2.0,0.25,4,3,3,0.5,"{0: 2, 2: 1, 1: 1}",0.0,2,1,fan_in,2,2,3,1,0,1,4,0,2,"{1: 3, 0: 1}",{0: 3},0.428571,ttdf_1bf6c5e23d34,train600,seconds_from_minutes|scale_quantity|reduce_amount|annotate_measurement,topo_bd3dd51ec1a9,1
1.0,0.0,5,5,5,0.4,"{0: 1, 1: 4}",1.0,1,1,linear,4,1,4,0,0,1,5,0,1,"{1: 4, 0: 1}",{0: 4},0.444444,ttdf_a31e86877e4c,train600,midpoint_value|remaining_after|self_product|total_of_pair|midpoint_value,topo_d228dd6db98a,1
1.0,0.0,2,2,2,1.0,"{0: 1, 1: 1}",1.0,1,1,linear,1,1,1,0,0,1,2,0,1,"{1: 1, 0: 1}",{0: 1},0.333333,ttdf_73596c9703cc,train600,reciprocal_value|gap_between,topo_fdeb50f24873,1
3.0,0.25,4,2,2,0.5,"{0: 3, 3: 1}",0.0,3,1,fan_in,1,3,3,1,0,1,4,0,3,"{1: 3, 0: 1}",{0: 3},0.375,ttdf_72bdb8dd4fbf,train600,per_unit_value|per_unit_value|root_extract|total_of_three_parts,topo_64b2717a77dd,1
1.0,0.0,3,3,3,0.666667,"{0: 1, 1: 2}",1.0,1,1,linear,2,1,2,0,0,1,3,0,1,"{1: 2, 0: 1}",{0: 2},0.222222,ttdf_38b1f24fdba4,train600,aggregate_total|root_extract|midpoint_value,topo_1c8dbe1830b2,1
1.0,0.0,2,2,2,1.0,"{0: 1, 1: 1}",1.0,1,1,linear,1,1,1,0,0,1,2,0,1,"{1: 1, 0: 1}",{0: 1},0.333333,ttdf_e3733a0bc54a,train600,square_value|decrease_by_percent,topo_fdeb50f24873,1
1.0,0.0,2,2,2,1.0,"{0: 1, 1: 1}",1.0,1,1,linear,1,1,1,0,0,1,2,0,1,"{1: 1, 0: 1}",{0: 1},0.333333,ttdf_54eb0c0e425c,train600,reminder|negate,topo_fdeb50f24873,1
3.0,0.125,6+,4,4,0.25,"{0: 3, 1: 4, 3: 1}",0.0,3,1,fan_in,5,3,7,1,0,1,8,0,3,"{1: 7, 0: 1}",{0: 7},0.4375,ttdf_5f0209e88851,train600,average_of_two|increase_by_percent|subtract|nearest_integer|absolute_difference|multiply|percent_of|sum_of_three,topo_5eeac3554b19,1
2.0,0.166667,6+,4,4,0.333333,"{0: 2, 1: 3, 2: 1}",0.0,2,1,fan_in,4,2,5,1,0,1,6,0,2,"{1: 5, 0: 1}",{0: 5},0.454545,ttdf_c02e6ca784a5,train600,seconds_from_minutes|midpoint_value|trim_precision|remaining_after|portion_by_rate|exceeds_value,topo_f5466e583fca,1
2.0,0.142857,6+,5,5,0.285714,"{0: 2, 1: 4, 2: 1}",0.0,2,1,fan_in,5,2,6,1,0,1,7,0,2,"{1: 6, 0: 1}",{0: 6},0.461538,ttdf_58f08c4edc40,train600,combine_amounts|reduce_amount|leftover_after_grouping|gap_between|reciprocal_value|midpoint_value|midpoint_value,topo_9e01698159b0,1
2.0,0.2,5,3,3,0.4,"{0: 2, 1: 2, 2: 1}",0.0,2,1,fan_in,3,2,4,1,0,1,5,0,2,"{1: 4, 0: 1}",{0: 4},0.5,ttdf_3b2cc1a549da,train600,per_unit_value|shrink_by_rate|round_down_whole|root_extract|pairwise_product,topo_17d840e0415f,1
1.0,0.0,2,2,2,1.0,"{0: 1, 1: 1}",1.0,1,1,linear,1,1,1,0,0,1,2,0,1,"{1: 1, 0: 1}",{0: 1},0.333333,ttdf_1e61b3899278,train600,square_value|is_divisible_by,topo_fdeb50f24873,1
2.0,0.142857,6+,5,5,0.285714,"{0: 2, 1: 4, 2: 1}",0.0,2,1,fan_in,5,2,6,1,0,1,7,0,2,"{1: 6, 0: 1}",{0: 6},0.545455,ttdf_58f71101b86b,train600,flip_sign|leftover_after_grouping|shrink_by_rate|flip_sign|root_extract|gap_between|split_evenly,topo_ca6030f187be,1
2.0,0.333333,3,2,2,0.666667,"{0: 2, 2: 1}",0.0,2,1,fan_in,1,2,2,1,0,1,3,0,2,"{1: 2, 0: 1}",{0: 2},0.4,ttdf_9c6978bb26f3,train600,quotient_of|sqrt|percent_of,topo_911586a55488,1
1.0,0.0,2,2,2,1.0,"{0: 1, 1: 1}",1.0,1,1,linear,1,1,1,0,0,1,2,0,1,"{1: 1, 0: 1}",{0: 1},0.333333,ttdf_cd4fb2c82b9a,train600,percent_of|nearest_integer,topo_fdeb50f24873,1
3.0,0.2,5,3,3,0.4,"{0: 3, 1: 1, 3: 1}",0.0,3,1,fan_in,2,3,4,1,0,1,5,0,3,"{1: 4, 0: 1}",{0: 4},0.4,ttdf_04bb083de833,train600,inverse|sum_two_numbers|multiply|round_to_decimals|mean_of_three,topo_926c72bac680,1
2.0,0.166667,6+,5,5,0.333333,"{0: 2, 1: 3, 2: 1}",0.0,2,1,fan_in,4,2,5,1,0,1,6,0,2,"{1: 5, 0: 1}",{0: 5},0.5,ttdf_8e25a3c3d4b0,train600,self_product|leftover_after_grouping|leftover_after_grouping|shrink_by_rate|split_evenly|stringify_amount,topo_6083e580bf00,1
2.0,0.333333,3,2,2,0.666667,"{0: 2, 2: 1}",0.0,2,1,fan_in,1,2,2,1,0,1,3,0,2,"{1: 2, 0: 1}",{0: 2},0.4,ttdf_f6b902a8de54,train600,whole_quotient|celsius_to_fahrenheit|percentage_value,topo_911586a55488,1
1.0,0.0,2,2,2,1.0,"{0: 1, 1: 1}",1.0,1,1,linear,1,1,1,0,0,1,2,0,1,"{1: 1, 0: 1}",{0: 1},0.333333,ttdf_0ce8913d0334,train600,round_down_whole|midpoint_value,topo_fdeb50f24873,1
2.0,0.2,5,4,4,0.4,"{0: 2, 1: 2, 2: 1}",0.0,2,1,fan_in,3,2,4,1,0,1,5,0,2,"{1: 4, 0: 1}",{0: 4},0.5,ttdf_1784a7d130c4,train600,floor|ratio_of|ceiling|add|build_tag,topo_0c51481d8aeb,1
2.0,0.166667,6+,4,4,0.333333,"{0: 2, 1: 3, 2: 1}",0.0,2,1,fan_in,4,2,5,1,0,1,6,0,2,"{1: 5, 0: 1}",{0: 5},0.5,ttdf_7b8db9955d51,train600,divide|ceiling|whole_quotient|inverse|product_of_numbers|percent_of,topo_2b9a65f092bb,1
3.0,0.2,5,3,3,0.4,"{0: 3, 1: 1, 3: 1}",0.0,3,1,fan_in,2,3,4,1,0,1,5,0,3,"{1: 4, 0: 1}",{0: 4},0.444444,ttdf_7c88aeaeb582,train600,sqrt|modulo_of|nearest_integer|absolute_difference|mean_of_three,topo_926c72bac680,1
1.0,0.0,2,2,2,1.0,"{0: 1, 1: 1}",1.0,1,1,linear,1,1,1,0,0,1,2,0,1,"{1: 1, 0: 1}",{0: 1},0.25,ttdf_44b01616a487,train600,hours_to_minutes|is_within_range,topo_fdeb50f24873,1
2.0,0.166667,6+,5,5,0.333333,"{0: 2, 1: 3, 2: 1}",0.0,2,1,fan_in,4,2,5,1,0,1,6,0,2,"{1: 5, 0: 1}",{0: 5},0.454545,ttdf_209b1a2b8bb1,train600,midpoint_value|full_groups_of|total_of_pair|gap_between|gap_between|stringify_amount,topo_2c499c271118,1
